source_authority,source_identifier,destination_authority,destination_identifier,mapping_method,confidence,authority,date,provenance,quality_score
public.orchid_taxonomy,48747,public.taxonomy_species,16227,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48761,public.taxonomy_species,16229,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48748,public.taxonomy_species,16230,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48751,public.taxonomy_species,16231,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48763,public.taxonomy_species,16232,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48764,public.taxonomy_species,16233,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48753,public.taxonomy_species,16234,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48766,public.taxonomy_species,16235,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48754,public.taxonomy_species,16214,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48755,public.taxonomy_species,15312,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48752,public.taxonomy_species,16236,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48749,public.taxonomy_species,16237,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,44065,public.taxonomy_species,6522,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,44064,public.taxonomy_species,6523,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43964,public.taxonomy_species,20273,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43963,public.taxonomy_species,20274,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,46039,public.taxonomy_species,3012,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,46040,public.taxonomy_species,3013,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,46041,public.taxonomy_species,3190,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42592,public.taxonomy_species,432,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42575,public.taxonomy_species,433,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42582,public.taxonomy_species,434,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42584,public.taxonomy_species,435,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42581,public.taxonomy_species,437,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42583,public.taxonomy_species,438,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42588,public.taxonomy_species,439,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42576,public.taxonomy_species,442,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42577,public.taxonomy_species,443,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42589,public.taxonomy_species,444,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42578,public.taxonomy_species,445,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42580,public.taxonomy_species,446,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42585,public.taxonomy_species,447,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42586,public.taxonomy_species,426,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42590,public.taxonomy_species,449,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42591,public.taxonomy_species,450,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42587,public.taxonomy_species,451,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48985,public.taxonomy_species,9842,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48964,public.taxonomy_species,9843,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48970,public.taxonomy_species,9846,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48970,public.taxonomy_species,9845,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49010,public.taxonomy_species,9823,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48966,public.taxonomy_species,9699,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48974,public.taxonomy_species,9610,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48968,public.taxonomy_species,9847,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49007,public.taxonomy_species,9848,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48983,public.taxonomy_species,9849,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48972,public.taxonomy_species,9851,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49012,public.taxonomy_species,9852,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48986,public.taxonomy_species,9853,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48976,public.taxonomy_species,9854,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48990,public.taxonomy_species,9857,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48969,public.taxonomy_species,9859,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49008,public.taxonomy_species,9860,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48992,public.taxonomy_species,9861,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48984,public.taxonomy_species,9863,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49013,public.taxonomy_species,9864,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48997,public.taxonomy_species,9866,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48978,public.taxonomy_species,9868,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49001,public.taxonomy_species,9870,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48981,public.taxonomy_species,9871,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49004,public.taxonomy_species,9872,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49000,public.taxonomy_species,9873,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48993,public.taxonomy_species,9874,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48973,public.taxonomy_species,9875,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49005,public.taxonomy_species,9876,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49002,public.taxonomy_species,9878,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48994,public.taxonomy_species,9879,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48962,public.taxonomy_species,9880,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49003,public.taxonomy_species,9881,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48987,public.taxonomy_species,9883,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49006,public.taxonomy_species,9884,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48982,public.taxonomy_species,9886,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48961,public.taxonomy_species,9887,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49009,public.taxonomy_species,9889,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48965,public.taxonomy_species,9890,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48998,public.taxonomy_species,10006,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48988,public.taxonomy_species,10007,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48967,public.taxonomy_species,10008,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48975,public.taxonomy_species,10010,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48971,public.taxonomy_species,10012,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49011,public.taxonomy_species,10014,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48995,public.taxonomy_species,10015,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48989,public.taxonomy_species,10016,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48980,public.taxonomy_species,10017,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48999,public.taxonomy_species,10020,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48991,public.taxonomy_species,10021,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48996,public.taxonomy_species,10024,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48977,public.taxonomy_species,10025,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43498,public.taxonomy_species,9824,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52505,public.taxonomy_species,1951,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,121743,public.taxonomy_species,33516,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,121745,public.taxonomy_species,33518,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,121746,public.taxonomy_species,33527,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,121749,public.taxonomy_species,33578,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,51994,public.taxonomy_species,33584,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,121750,public.taxonomy_species,33586,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,121752,public.taxonomy_species,33591,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,121753,public.taxonomy_species,33592,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,121754,public.taxonomy_species,33593,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,121755,public.taxonomy_species,33598,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52163,public.taxonomy_species,33599,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52163,public.taxonomy_species,33600,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,121757,public.taxonomy_species,33607,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48769,public.taxonomy_species,19934,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48768,public.taxonomy_species,19936,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48767,public.taxonomy_species,19937,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,47775,public.taxonomy_species,22081,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,47784,public.taxonomy_species,22082,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,47784,public.taxonomy_species,22083,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,47776,public.taxonomy_species,22085,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,47786,public.taxonomy_species,22086,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,47787,public.taxonomy_species,22088,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,47777,public.taxonomy_species,22089,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,47788,public.taxonomy_species,22090,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,47785,public.taxonomy_species,22091,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,47791,public.taxonomy_species,22092,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,47783,public.taxonomy_species,22080,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
